subbasn,data_cov,mask_v1,grid_cells,gen_flux,out_flux,ratio,retention,mask_v2,mask_final,ret_valid,name,river,categry,mouth,ddm30_d,stn30_d,contnnt,sea,seabasn,lon,lat,strahlr,area,ar_sqkm,land_ar,arlndfr,grd_cll,sbbsn_c,t_sbbsn_d,t_sbbsn_c,A_juC1,A_jmT1,A_jmT3,A_jmC1,A_jmC2,A_jdC1,wrld_rg,wrld_r_,mask,to_sea,mask_pnv,ret_final,method,ratio_final
57.0,1.0,0,39,6342014.06013152,144920.20976356,0.022850818113852,0.977149181886148,0,0,0.977149181886148,Drava_subbasin,Danube,tributary,0.0,25.0,36.0,Europe,Mediterranean Sea,Black Sea (North),18.25,45.75,2.0,40447.0,40462.32648,40462.32628,0.999999995,19.0,juT2,51.0,jmC,0.0,0.0,0.0,0.135871,0.0,0.284282,Europe,Europe,0.0,1.0,0,0.977149181886148,Calculated,0.022850818113852034
58.0,1.0,0,29,3805966.64680529,164253.33839493,0.043156799214939,0.956843200785061,0,0,0.956843200785061,Prut_subbasin,Danube,tributary,0.0,25.0,36.0,Europe,Mediterranean Sea,Black Sea (North),28.25,45.75,2.0,29258.0,29276.17439,29276.17439,1.0,14.0,jmT2,52.0,jdC,0.0,0.0,0.0,0.0,0.0,0.058891,Europe,Europe,0.0,1.0,0,0.956843200785061,Calculated,0.04315679921493898
59.0,1.0,0,93,3240677.596495337,21527.430130307,0.006642879302029,0.993357120697971,0,0,0.993357120697971,Daugava,Daugava,individual river,1.0,126.0,193.0,Europe,Atlantic Ocean,Atlantic Ocean,24.25,57.25,3.0,101919.0,102177.3592,100218.5996,0.980829808,59.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.993357120697971,Calculated,0.006642879302029003
60.0,1.0,0,46,5889858.455169962,192060.694885232,0.032608711456664,0.967391288543336,0,0,0.967391288543336,Dnestr,Dnestr,individual river,1.0,219.0,221.0,Europe,Mediterranean Sea,Black Sea (North),30.25,46.25,3.0,71888.0,71946.44929,71459.34685,0.993229653,35.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.967391288543336,Calculated,0.032608711456664
61.0,1.0,0,76,6921399.68205027,610571.7730979,0.088215072260794,0.911784927739206,0,0,0.911784927739206,Pripet_subbasin,Dnieper,tributary,0.0,38.0,47.0,Europe,Atlantic Ocean,Black Sea (North),29.75,51.75,4.0,109879.0,110044.7789,110044.777,0.999999983,57.0,juT2,62.0,jmC,0.0,0.0,0.0,0.168293,0.0,0.244476,Europe,Europe,0.0,1.0,0,0.911784927739206,Calculated,0.08821507226079395
62.0,1.0,0,77,45134094.7997792,4564630.29291487,0.101134858540183,0.898865141459817,0,0,0.898865141459817,Middlestream_stem_subbasi,Dnieper,main channel,0.0,38.0,47.0,Europe,Mediterranean Sea,Black Sea (North),33.75,48.75,5.0,106902.0,107032.8197,104139.5428,0.97296832,54.0,jmC,63.0,jdC,0.0,0.0,0.0,0.0,0.0,0.244476,Europe,Europe,0.0,1.0,1,0.898865141459817,Calculated,0.101134858540183
63.0,1.0,0,71,48299079.45205266,862408.25714496,0.017855583728073,0.982144416271927,0,0,0.982144416271927,Downstream_subbasin,Dnieper,main channel,1.0,38.0,47.0,Europe,Mediterranean Sea,Black Sea (North),32.25,46.75,5.0,102783.0,102863.9488,99783.95352,0.970057583,50.0,jdC,,,0.0,0.0,0.0,0.0,0.0,0.0,Europe,Europe,0.0,1.0,0,0.982144416271927,Calculated,0.017855583728073054
64.0,1.0,0,64,10411514.44234797,3568594.53084531,0.342754606028336,0.657245393971664,0,0,0.657245393971664,Upstream_subbasin,Dnieper,tributary,0.0,38.0,47.0,Europe,Atlantic Ocean,Black Sea (North),30.75,51.75,4.0,102463.0,102670.4366,102670.436,0.999999995,56.0,juT1,62.0,jmC,0.0,0.0,0.0,0.186437,0.0,0.244476,Europe,Europe,0.0,1.0,0,0.657245393971664,Calculated,0.34275460602833596
65.0,1.0,0,67,16316456.3689864,3830028.6975604,0.234734099791444,0.765265900208556,0,0,0.765265900208556,Desna_subbasin,Dnieper,tributary,0.0,38.0,47.0,Europe,Mediterranean Sea,Black Sea (North),30.75,50.75,3.0,89386.0,89533.71731,89423.02562,0.998763687,47.0,juT3,62.0,jmC,0.0,0.0,0.0,0.131813,0.0,0.244476,Europe,Europe,0.0,1.0,0,0.765265900208556,Calculated,0.234734099791444
66.0,0.999999999999998,0,45,14760787.52060844,292793.19485897,0.019835878976659,0.980164121023341,0,0,0.980164121023341,Doce,Doce,individual river,1.0,255.0,182.0,South America,Atlantic Ocean,Santos Plateau,-39.75,-19.75,3.0,84713.0,84271.42809,81398.49641,0.965908592,29.0,,,,,,,,,,South_America,Central and South America,0.0,1.0,0,0.980164121023341,Calculated,0.01983587897665895
67.0,1.0,0,70,5269101.212883059,301409.52149973,0.057203213474582,0.942796786525418,0,0,0.942796786525418,Upstream_subbasin,Don,tributary,0.0,46.0,49.0,Europe,Mediterranean Sea,Black Sea (Azov Sea),40.75,49.75,3.0,116393.0,116580.4691,116580.4686,0.999999995,61.0,juT1,68.0,jmC,0.0,0.0,0.0,0.228166,0.0,0.133532,Europe,Europe,0.0,1.0,0,0.942796786525418,Calculated,0.057203213474582015
68.0,1.0,0,61,8058596.030323485,219364.20672715,0.027221144465079,0.972778855534921,0,0,0.972778855534921,Middstream_stem_subbasin,Don,main channel,0.0,46.0,49.0,Europe,Mediterranean Sea,Black Sea (Azov Sea),41.75,47.75,4.0,98181.0,98287.18499,95982.08952,0.976547345,49.0,jmC,70.0,jdC,0.0,0.0,0.0,0.0,0.0,0.133532,Europe,Europe,0.0,1.0,0,0.972778855534921,Calculated,0.02722114446507895
69.0,1.0,0,49,4462203.94343355,465982.58640089,0.104428796242408,0.895571203757592,0,0,0.895571203757592,Donets_subbasin,Don,tributary,0.0,46.0,49.0,Europe,Mediterranean Sea,Black Sea (Azov Sea),40.75,48.25,3.0,88826.0,88915.78083,88802.76565,0.998728964,44.0,jmT,70.0,jdC,0.0,0.0,0.0,0.0,0.0,0.106976,Europe,Europe,0.0,1.0,0,0.895571203757592,Calculated,0.10442879624240797
70.0,1.0,0,60,2403085.158586333,96441.224040435,0.040132254030135,0.959867745969865,0,0,0.959867745969865,Downstream_subbasin,Don,main channel,1.0,46.0,49.0,Europe,Mediterranean Sea,Black Sea (Azov Sea),39.25,47.25,4.0,78455.0,78488.07225,76886.63109,0.979596375,37.0,jdC,,,0.0,0.0,0.0,0.0,0.0,0.0,Europe,Europe,0.0,1.0,0,0.959867745969865,Calculated,0.040132254030134984
71.0,1.0,0,47,2220650.62649377,270262.06740389,0.121704001601824,0.878295998398176,0,0,0.878295998398176,Khopyor_subbasin,Don,tributary,0.0,46.0,49.0,Europe,Mediterranean Sea,Black Sea (Azov Sea),42.25,50.25,3.0,55635.0,55722.46024,55722.45958,0.999999988,29.0,juT2,68.0,jmC,0.0,0.0,0.0,0.18739,0.0,0.133532,Europe,Europe,0.0,1.0,0,0.878295998398176,Calculated,0.12170400160182404
72.0,1.0,0,53,20519749.99377361,266279.59253005,0.012976746432625,0.987023253567375,0,0,0.987023253567375,Douro,Douro,individual river,1.0,180.0,171.0,Europe,Atlantic Ocean,Iberian-Biscay Plains,-8.75,41.25,3.0,99630.0,99550.15073,98240.89112,0.986848241,43.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.987023253567375,Calculated,0.01297674643262503
73.0,1.0,0,99,165120.613855572,4132.915654745,0.025029677144732,0.974970322855268,0,0,0.974970322855268,Vychegda_subbasin,Dvina,tributary,0.0,42.0,59.0,Europe,Arctic Ocean,Barents Sea,47.75,61.25,3.0,117827.0,118269.863,118194.5599,0.999363295,81.0,juT2,76.0,jmC,0.0,0.0,0.0,0.252053,0.0,0.103615,Europe,Europe,0.0,1.0,0,0.974970322855268,Calculated,0.025029677144732032
74.0,1.0,0,101,142353.552798259,8833.27269246,0.062051649002244,0.937948350997756,0,0,0.937948350997756,Sukhona_subbasin,Dvina,tributary,0.0,42.0,59.0,Europe,Arctic Ocean,Barents Sea,46.25,60.75,3.0,89720.0,90022.69269,89588.28858,0.995174504,58.0,juT1,76.0,jmC,0.0,0.0,0.0,0.232178,0.0,0.103615,Europe,Europe,0.0,1.0,0,0.937948350997756,Calculated,0.062051649002244025
75.0,1.0,0,87,266782.057587951,641.7490653,0.002405518088818,0.997594481911182,0,0,0.997594481911182,Downstream_subbasin,Dvina,main channel,1.0,42.0,59.0,Europe,Arctic Ocean,Barents Sea,40.25,64.75,4.0,78410.0,78729.45093,77622.3938,0.985938462,57.0,jdC,,,0.0,0.0,0.0,0.0,0.0,0.0,Europe,Europe,0.0,1.0,0,0.997594481911182,Calculated,0.0024055180888179484
76.0,1.0,0,59,109369.817649669,6291.728168580001,0.057527097546542,0.942472902453458,0,0,0.942472902453458,Middlestream_stem_subbasi,Dvina,main channel,0.0,42.0,59.0,Europe,Arctic Ocean,Barents Sea,42.75,62.75,4.0,74967.0,75244.91656,75142.59352,0.998640134,51.0,jmC,75.0,jdC,0.0,0.0,0.0,0.0,0.0,0.103615,Europe,Europe,0.0,1.0,0,0.942472902453458,Calculated,0.05752709754654195
77.0,1.0,0,57,21919699.925234698,16410.101707,0.000748646275404,0.999251353724596,0,0,0.999251353724596,Ebro,Ebro,individual river,1.0,194.0,196.0,Europe,Mediterranean Sea,Balearic Basin,0.75,40.75,3.0,89917.0,89851.28025,88675.96067,0.986919278,39.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.999251353724596,Calculated,0.0007486462754040524
78.0,1.0,0,99,3805662.845706888,1198.722607367,0.000314983921584,0.999685016078416,0,0,0.999685016078416,Elbe,Elbe,individual river,1.0,107.0,121.0,Europe,Atlantic Ocean,North Sea,8.75,53.75,4.0,147076.0,147291.0557,146116.5129,0.992025702,76.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.999685016078416,Calculated,0.0003149839215840222
79.0,1.0,0,60,5517819.153710988,175069.8049889,0.031728079538663,0.968271920461337,0,0,0.968271920461337,Essequibo,Essequibo,individual river,1.0,142.0,119.0,South America,Atlantic Ocean,Guiana Coast-Amazon Cone,-58.75,6.75,3.0,160368.0,159313.5719,159091.5881,0.998606623,52.0,,,,,,,,,,South_America,Central and South America,0.0,1.0,0,0.968271920461337,Calculated,0.03172807953866297
80.0,1.0,0,39,4338241.535418166,361787.181411996,0.083394891330578,0.916605108669422,0,0,0.916605108669422,Evros,Evros,individual river,1.0,341.0,294.0,Europe,Mediterranean Sea,West Aegean Sea,26.25,40.75,3.0,52994.0,52956.27633,52308.76855,0.987772785,23.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.916605108669422,Calculated,0.08339489133057798
81.0,1.0,0,60,8201395.067245356,964913.27108631,0.117652333923038,0.882347666076962,0,0,0.882347666076962,Fitzroy East,Fitzroy East,individual river,1.0,154.0,128.0,Australia,Pacific Ocean,Coral Sea,150.75,-23.25,3.0,138612.0,137990.9097,136706.3552,0.990691021,49.0,,,,,,,,,,Oceania,Oceania,0.0,1.0,0,0.882347666076962,Calculated,0.11765233392303798
82.0,1.0,0,158,1386285.060271675,1789.9103544999998,0.001291156058588,0.998708843941412,0,0,0.998708843941412,Fraser,Fraser,individual river,1.0,72.0,83.0,North America,Pacific Ocean,Cascadia Basin (North),-123.25,49.25,4.0,236648.0,237045.9883,223047.8399,0.940947542,125.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.998708843941412,Calculated,0.0012911560585879833
83.0,1.0,0,30,55379748.679603696,5307625.180233695,0.095840542920132,0.904159457079868,0,0,0.904159457079868,Fuchun,Fuchun,individual river,1.0,392.0,240.0,Asia,Pacific Ocean,Yellow Sea (West),120.75,30.25,3.0,53938.0,53750.95338,52379.15869,0.974478691,20.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.904159457079868,Calculated,0.095840542920132
84.0,1.0,0,181,282590259.99209,1813595.8995997,0.006417757992262,0.993582242007738,0,0,0.993582242007738,Middlestream_stem_subbasi,Ganges,main channel,0.0,16.0,14.0,Asia,Indian Ocean,Bengal Gulf,87.25,25.25,4.0,461632.0,459791.4541,451684.8936,0.982369049,167.0,jmC,87.0,jdC,0.0,0.0,0.0,0.0,0.0,0.119478,Asia,Asia,0.0,1.0,1,0.993582242007738,Calculated,0.006417757992261963
85.0,1.0,0,224,304758546.46100086,9863928.647406,0.03236637253311,0.96763362746689,0,0,0.96763362746689,Brahmaputra_subbasin,Ganges,tributary,0.0,16.0,14.0,Asia,Indian Ocean,Bengal Gulf,90.75,26.25,4.0,459506.0,457833.8898,453228.2944,0.989940466,169.0,jmT,87.0,jdC,0.0,0.0,0.0,0.0,0.0,0.105851,Asia,Asia,0.0,1.0,1,0.96763362746689,Calculated,0.03236637253311003
86.0,1.0,0,181,340436950.09466594,10880830.7504098,0.031961368316172,0.968038631683828,0,0,0.968038631683828,Upstream_subbasin,Ganges,tributary,0.0,16.0,14.0,Asia,Indian Ocean,Bengal Gulf,82.25,25.25,4.0,443711.0,441909.3534,438760.35,0.992874097,160.0,juT,84.0,jmC,0.0,0.0,0.0,0.060582,0.0,0.119478,Asia,Asia,0.0,1.0,1,0.968038631683828,Calculated,0.03196136831617202
87.0,1.0,0,92,783332855.528214,130240.374409,0.000166264409171,0.999833735590829,0,0,0.999833735590829,Downstream_subbasin,Ganges,main channel,1.0,16.0,14.0,Asia,Indian Ocean,Bengal Gulf,90.75,22.75,5.0,212990.0,212079.1967,209285.6617,0.986827869,76.0,jdC,,,0.0,0.0,0.0,0.0,0.0,0.0,Asia,Asia,0.0,1.0,1,0.999833735590829,Calculated,0.00016626440917100194
88.0,1.0,0,2,57862.4600292,57862.4600292,1.0,0.0,1,1,,land,Ganges,land,0.0,6054.0,0.0,Asia,,land,89.25,28.25,1.0,2729.0,2718.87749,2663.172827,0.979511889,1.0,,,,,,,,,,Asia,Asia,0.0,0.0,0,,Masked (Endorheic),
89.0,1.0,0,2,100780.1160086,100780.1160086,1.0,0.0,1,1,,land,Ganges,land,0.0,6055.0,0.0,Asia,,land,90.25,28.25,1.0,2729.0,2718.87749,2182.325129,0.802656661,1.0,,,,,,,,,,Asia,Asia,0.0,0.0,0,,Masked (Endorheic),
90.0,1.0,0,2,64120.595995200005,64120.595995200005,1.0,0.0,1,1,,land,Ganges,land,0.0,6072.0,0.0,Asia,,land,85.75,28.75,1.0,2716.0,2706.290889,2521.496344,0.931716673,1.0,,,,,,,,,,Asia,Asia,0.0,0.0,0,,Masked (Endorheic),
91.0,1.0,0,50,8206422.293639776,15494.700456156,0.001888118829586,0.998111881170414,0,0,0.998111881170414,Garonne_Dordogne,Garonne_Dordogne,individual river,1.0,202.0,281.0,Europe,Atlantic Ocean,Iberian-Biscay Plains,-0.75,45.25,3.0,84242.0,84228.21581,84040.06156,0.997766138,38.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.998111881170414,Calculated,0.0018881188295859497
92.0,0.999999999999999,0,45,107436.654743599,212.862718236,0.001981285798073,0.998018714201927,0,0,0.998018714201927,Glama,Glama,individual river,1.0,259.0,239.0,Europe,Atlantic Ocean,North Sea,10.75,59.25,3.0,43065.0,43222.05907,40818.71317,0.944395386,29.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.998018714201927,Calculated,0.001981285798072996
93.0,0.999999999999999,0,134,1645560372.8486128,10051.6093726,6.108320022e-06,0.999993891679978,0,0,0.999993891679978,Godavari,Godavari,individual river,1.0,78.0,67.0,Asia,Indian Ocean,Deccan Coast (East),81.75,16.25,4.0,321268.0,319591.5013,312907.9194,0.97908711,110.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.999993891679978,Calculated,6.108320022013558e-06
94.0,1.0,0,51,208197.820831634,10811.284759487002,0.051927943896348,0.948072056103652,0,0,0.948072056103652,Gota,Gota,individual river,1.0,244.0,311.0,Europe,Atlantic Ocean,North Sea,11.75,57.75,3.0,50235.0,50399.52536,40060.61196,0.794860897,32.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.948072056103652,Calculated,0.05192794389634803
95.0,1.0,0,37,111415.611406228,21142.44437965,0.18976195627167,0.81023804372833,0,0,0.81023804372833,Gourits,Gourits,individual river,1.0,379.0,287.0,Africa,Indian Ocean,Agulhas Basin,21.75,-34.25,3.0,51814.0,51674.98341,51021.92613,0.987362216,20.0,,,,,,,,,,Africa,Africa,0.0,1.0,1,0.81023804372833,Calculated,0.18976195627167003
96.0,1.0,0,427,21538683.925916836,27393.70579,0.001271837494074,0.998728162505926,0,0,0.998728162505926,Great Artesian Basin,Great Artesian Basin,individual river,0.0,24.0,18.0,Australia,,Land,137.25,-28.25,5.0,1073015.0,1068359.182,1068359.177,0.999999995,382.0,,,,,,,,,,Oceania,Oceania,0.0,0.0,1,,Masked (Endorheic),
97.0,1.0,0,34,5399483.18767472,413651.35509564,0.076609434776994,0.923390565223006,0,0,0.923390565223006,Guadalquivir,Guadalquivir,individual river,1.0,339.0,300.0,Europe,Atlantic Ocean,Iberian-Biscay Plains,-6.25,36.75,2.0,56404.0,56307.76477,55768.04762,0.990414872,23.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.923390565223006,Calculated,0.076609434776994
98.0,1.0,0,53,3113798.57661899,130048.8609427,0.04176534150899,0.95823465849101,0,0,0.95823465849101,Guadiana,Guadiana,individual river,1.0,271.0,247.0,Europe,Atlantic Ocean,Iberian-Biscay Plains,-7.25,37.25,2.0,67646.0,67547.68843,66573.16883,0.985572865,28.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.95823465849101,Calculated,0.04176534150899003
99.0,1.0,0,105,21047728.97160079,297.501174928,1.4134597387e-05,0.999985865402613,0,0,0.999985865402613,Hai,Hai,individual river,1.0,91.0,81.0,Asia,Pacific Ocean,Bohai Gulf,117.75,38.75,4.0,227880.0,227531.3953,225202.1044,0.989762771,94.0,,,,,,,,,,Asia,Asia,0.0,1.0,1,0.999985865402613,Calculated,1.4134597386972203e-05
100.0,1.0,0,14,2929302.751016,79892.7653211,0.02727364568015,0.97272635431985,0,0,0.97272635431985,Hanjiang,Hanjiang,individual river,1.0,544.0,528.0,Asia,Pacific Ocean,South China Sea (North),116.75,23.25,2.0,36684.0,36521.68875,33633.26141,0.920911999,13.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.97272635431985,Calculated,0.027273645680150005
101.0,0.999999999999998,0,70,79980305.42416367,13945.499557,0.000174361669201,0.999825638330799,0,0,0.999825638330799,Hong,Hong,individual river,1.0,143.0,108.0,Asia,Pacific Ocean,South China Sea (North),106.75,20.25,3.0,148489.0,147791.9965,144856.7405,0.980139276,52.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.999825638330799,Calculated,0.00017436166920103968
102.0,0.999999999999997,0,40,24083962.09760415,147548.86571145098,0.006126436551988,0.993873563448012,0,0,0.993873563448012,Huai,Huai,individual river,1.0,270.0,82.0,Asia,Pacific Ocean,Yellow Sea (West),120.25,34.25,3.0,71065.0,70901.38517,69135.2178,0.975089804,28.0,,,,,,,,,,Asia,Asia,0.0,1.0,1,0.993873563448012,Calculated,0.006126436551987968
103.0,1.0,0,19,597366.620443767,9728.371673287,0.01628542898172,0.98371457101828,0,0,0.98371457101828,Incomati,Incomati,individual river,1.0,435.0,344.0,Africa,Indian Ocean,Agulhas Basin,32.75,-25.75,2.0,47620.0,47417.57402,46104.18706,0.972301684,17.0,,,,,,,,,,Africa,Africa,0.0,1.0,0,0.98371457101828,Calculated,0.01628542898172003
104.0,1.0,0,350,1491025.219854538,189.592807127,0.000127156002865,0.999872843997135,0,0,0.999872843997135,Indigirka,Indigirka,individual river,1.0,32.0,63.0,Asia,Arctic Ocean,Siberian Sea (East),152.25,70.75,4.0,358534.0,360192.991,355376.3334,0.986627564,297.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.999872843997135,Calculated,0.00012715600286494766
105.0,0.971698113207546,0,132,161199215.62920716,1648553.03561449,0.010226805565894,0.989773194434106,0,0,0.989773194434106,Sutlej_subbasin,Indus,tributary,0.0,28.0,20.0,Asia,Indian Ocean,Indus Delta Coast,71.25,29.25,4.0,278990.0,278155.8593,266089.2339,0.956619194,106.0,juT1,106.0,jmC,0.0,0.0,0.0,0.0,0.0,0.258454,Asia,Asia,0.0,1.0,1,0.989773194434106,Calculated,0.010226805565893948
106.0,1.0,0,124,53552329.90900182,3340963.09423288,0.062386885872379,0.937613114127621,0,0,0.937613114127621,Middstream_stem_subbasin,Indus,main channel,0.0,28.0,20.0,Asia,Indian Ocean,Indus Delta Coast,70.75,29.25,5.0,251242.0,250565.9518,244334.8254,0.975131791,97.0,jmC,108.0,jdC,0.0,0.0,0.0,0.0,0.0,0.258454,Asia,Asia,0.0,1.0,1,0.937613114127621,Calculated,0.06238688587237895
107.0,0.985074626865672,0,92,26996587.64310541,2154658.36142,0.07981224849246,0.92018775150754,0,0,0.92018775150754,Upstream_subbasin,Indus,tributary,0.0,28.0,20.0,Asia,Indian Ocean,Indus Delta Coast,72.75,34.75,3.0,171151.0,170735.4129,131424.9162,0.769757802,67.0,juT2,106.0,jmC,0.0,0.0,0.0,0.15656,0.0,0.258454,Asia,Asia,0.0,1.0,1,0.92018775150754,Calculated,0.07981224849246005
108.0,0.941176470588237,1,67,0.0,0.0,,,1,1,,Downstream_subbasin,Indus,main channel,1.0,28.0,20.0,Asia,Indian Ocean,Indus Delta Coast,67.75,23.75,5.0,139336.0,138815.1343,134855.9126,0.971478458,51.0,jdC,,,0.0,0.0,0.0,0.0,0.0,0.0,Asia,Asia,1.0,1.0,1,0.9141,Size Mean (Size 67),0.08589999999999998
109.0,1.0,0,2,87579.6777437,87579.6777437,1.0,0.0,1,1,,Land (upstream_subbasin),Indus,land,0.0,6177.0,0.0,Asia,,land,78.25,32.75,1.0,2605.0,2598.26493,2369.425917,0.91192622,1.0,,,,,,,,,,Asia,Asia,0.0,0.0,0,,Masked (Endorheic),
110.0,1.0,0,4,206324.770317,206324.770317,1.0,0.0,1,1,,Land (upstream_subbasin),Indus,land,0.0,6191.0,0.0,Asia,,land,77.75,33.25,1.0,2590.0,2583.858004,2570.67072,0.994896282,1.0,,,,,,,,,,Asia,Asia,0.0,0.0,0,,Masked (Endorheic),
111.0,1.0,0,165,302658152.3902606,21072.0634313,6.9623313514e-05,0.999930376686486,0,0,0.999930376686486,Irrawaddy,Irrawaddy,individual river,1.0,66.0,55.0,Asia,Indian Ocean,Adaman Sea,95.25,15.75,4.0,395334.0,393508.5354,391764.9332,0.995569087,139.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.999930376686486,Calculated,6.962331351401119e-05
112.0,1.0,0,8,1785158.9099434998,21172.924316,0.011860526364384,0.988139473635616,0,0,0.988139473635616,Jiulong,Jiulong,individual river,1.0,1099.0,883.0,Asia,Pacific Ocean,South China Sea (North),118.25,24.25,2.0,16868.0,16795.2054,13608.58217,0.810265897,6.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.988139473635616,Calculated,0.01186052636438395
113.0,1.0,0,285,23258652.441329375,406167.942122432,0.017463090054207,0.982536909945793,0,0,0.982536909945793,Jubba,Jubba,individual river,1.0,40.0,33.0,Africa,Indian Ocean,Somali Coast,42.75,-0.25,5.0,783992.0,778816.1163,775049.3919,0.995163525,254.0,,,,,,,,,,Africa,Africa,0.0,1.0,1,0.982536909945793,Calculated,0.017463090054206987
114.0,1.0,0,10,10160490.8078725,52458.021477999995,0.005162941679683,0.994837058320317,0,0,0.994837058320317,Kaladan,Kaladan,individual river,1.0,756.0,642.0,Asia,Indian Ocean,Bengal Gulf,92.75,20.25,2.0,25842.0,25717.50579,22787.33566,0.886063207,9.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.994837058320317,Calculated,0.0051629416796830085
115.0,1.0,0,30,20269.311795211,654.55798545,0.03229305425183,0.96770694574817,0,0,0.96770694574817,Kalix,Kalix,individual river,1.0,449.0,667.0,Europe,Atlantic Ocean,Atlantic Ocean,23.25,65.75,2.0,20489.0,20586.09957,19511.05653,0.947778207,17.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.96770694574817,Calculated,0.032293054251830045
116.0,0.999999999999994,0,37,31080.20351407,2029.4246248,0.065296375034394,0.934703624965606,0,0,0.934703624965606,Kem,Kem,individual river,1.0,400.0,429.0,Europe,Arctic Ocean,Barents Sea,34.75,64.75,3.0,26526.0,26640.03931,24243.00829,0.910021491,20.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.934703624965606,Calculated,0.065296375034394
117.0,1.0,0,60,101909.020927797,11195.8990564,0.109861707574763,0.890138292425237,0,0,0.890138292425237,Kemijoki,Kemijoki,individual river,1.0,168.0,305.0,Europe,Atlantic Ocean,Atlantic Ocean,24.75,65.75,3.0,55154.0,55414.20999,53349.59762,0.962742185,46.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.890138292425237,Calculated,0.10986170757476299
118.0,1.0,0,326,540762.796424112,158.287024397,0.00029271064031,0.99970728935969,0,0,0.99970728935969,Khatanga,Khatanga,individual river,1.0,35.0,58.0,Asia,Arctic Ocean,Laptev Sea,105.25,72.75,4.0,309592.0,311173.0824,308326.5551,0.99085227,290.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.99970728935969,Calculated,0.00029271064031000105
119.0,0.952380952380951,0,26,135536.013975251,0.0,0.0,1.0,1,1,,Kokemaenjoki,Kokemaenjoki,individual river,1.0,373.0,481.0,Europe,Atlantic Ocean,Atlantic Ocean,21.25,61.25,3.0,30981.0,31095.73774,26797.11729,0.861761747,21.0,,,,,,,,,,Europe,Europe,0.0,1.0,0,0.9021,Size Mean (Size 26),0.09789999999999999
120.0,1.0,0,94,118245.29389438,8177.328260301,0.069155633945189,0.930844366054811,0,0,0.930844366054811,Koksoak,Koksoak,individual river,1.0,103.0,120.0,North America,Arctic Ocean,Ungava Basin (Hudson Strait),-68.25,58.25,4.0,139729.0,140069.0938,135033.9122,0.964052158,80.0,,,,,,,,,,North_America,North America,0.0,1.0,0,0.930844366054811,Calculated,0.06915563394518898
121.0,1.0,0,211,1306092.94389787,30356.90512412,0.023242530530426,0.976757469469574,0,0,0.976757469469574,Upstream_subbasin,Kolyma,tributary,0.0,17.0,43.0,Asia,Pacific Ocean,Siberian Sea (East),151.75,65.25,4.0,256551.0,257566.2928,256486.1055,0.995806178,183.0,juT1,122.0,jmC,0.0,0.0,0.0,0.136226,0.0,0.058024,Asia,Asia,0.0,1.0,0,0.976757469469574,Calculated,0.02324253053042602
122.0,1.0,0,154,1172801.431082495,45905.83311617,0.039142033680671,0.960857966319329,0,0,0.960857966319329,Middlestream_stem_subbasi,Kolyma,main channel,0.0,17.0,43.0,Asia,Arctic Ocean,Siberian Sea (East),158.75,68.75,4.0,166733.0,167492.1257,163983.6976,0.979053176,134.0,jmC,124.0,jdC,0.0,0.0,0.0,0.0,0.0,0.058024,Asia,Asia,0.0,1.0,0,0.960857966319329,Calculated,0.03914203368067104
123.0,1.0,0,124,1416598.77606983,25638.63028288,0.018098724011333,0.981901275988667,0,0,0.981901275988667,Omalon_subbasin,Kolyma,tributary,0.0,17.0,43.0,Asia,Pacific Ocean,Siberian Sea (East),158.75,68.25,3.0,117406.0,117920.4848,117525.3698,0.99664931,91.0,juT2,122.0,jmC,0.0,0.0,0.0,0.0,0.0,0.058024,Asia,Asia,0.0,1.0,0,0.981901275988667,Calculated,0.018098724011332945
