Unique_ID,Std_Value_m3,Gear_Category,Natural Discharge Upstream,Land Surface Runoff Local,Lake Volume Upstream,Reservoir Volume Upstream,River Area Local,River Area Upstream,River Volume Local,River Volume Upstream,Elevation Local,Elevation Upstream,Terrain Slope Local,Terrain Slope Upstream,Stream Gradient Local,Temperature Local,Temperature Upstream,Precipitation Local,Precipitation Upstream,Potential Evap Local,Potential Evap Upstream,Actual Evap Local,Actual Evap Upstream,Cropland Extent Local,Cropland Extent Upstream,Pasture Extent Local,Pasture Extent Upstream,Wetland All Local,Wetland All Upstream,Wetland Land Local,Wetland Land Upstream,Population Local,Population Upstream,Urban Extent Local,Urban Extent Upstream,Road Density Local,Road Density Upstream,Human Footprint Local,Human Footprint Upstream,Human Dev Index Local,HYBAS_ID
REC_00002,2650000.0,Nets,8.116,1589.0,0.0,0.0,561940.0,561940.0,283704.0,283704.0,34.0,34.0,0.6000000000000001,0.6000000000000001,2.2,27.200000000000003,27.200000000000003,2181.0,2181.0,1676.0,1676.0,1425.0,1425.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2245922.0,2245921.0,100.0,100.0,10343.0,10343.0,34.5,34.5,0.6960000000000001,5120202070.0
REC_00003,2413000.0,Bulk Water,38.623,1198.0,528000000.0,523000000.0,1147610.0,4452930.0,1757694.0,4778249.0,613.0,685.0,3.5,8.4,5.800000000000001,24.6,24.0,1119.0,2303.0,1710.0,1588.0,797.0,817.0,39.0,50.0,3.0,4.0,0.0,7.0,0.0,0.0,149310.0,250162.0,69.0,15.0,3451.0,837.0,33.5,22.5,0.776,4121067310.0
REC_00005,2210000.0,Nets,8.116,1589.0,0.0,0.0,561940.0,561940.0,283704.0,283704.0,34.0,34.0,0.6000000000000001,0.6000000000000001,2.2,27.200000000000003,27.200000000000003,2181.0,2181.0,1676.0,1676.0,1425.0,1425.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2245922.0,2245921.0,100.0,100.0,10343.0,10343.0,34.5,34.5,0.6960000000000001,5120202070.0
REC_00006,2150000.0,Nets,8.116,1589.0,0.0,0.0,561940.0,561940.0,283704.0,283704.0,34.0,34.0,0.6000000000000001,0.6000000000000001,2.2,27.200000000000003,27.200000000000003,2181.0,2181.0,1676.0,1676.0,1425.0,1425.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2245922.0,2245921.0,100.0,100.0,10343.0,10343.0,34.5,34.5,0.6960000000000001,5120202070.0
REC_00007,2030000.0,Bulk Water,24.623,1082.0,179000000.0,0.0,943550.0,3071600.0000000005,1321309.0,3046180.0,580.0,647.0,1.0,5.0,2.8000000000000003,24.8,24.3,964.0,2101.0,1739.0,1628.0,760.0,811.0,43.0,58.0,1.0,4.0,0.0,4.0,0.0,0.0,182883.0,317443.0,90.0,29.0,4980.0,1393.0,37.1,24.400000000000002,0.776,4121067250.0
REC_00010,1796600.0,Bulk Water,811.597,453.0,31500000000.0,30986000000.0,1791650.0,381374300.0,7697152.0,614977625.0,5.0,368.0,0.0,6.300000000000001,0.4,28.1,26.0,1422.0,1190.0,1673.0,1733.0,1037.0,966.0,54.0,27.0,0.0,0.0,100.0,4.0,100.0,4.0,117667.0,12607950.0,87.0,4.0,3229.0,386.0,35.0,11.5,0.74,4121123330.0
REC_00012,1720000.0,Bulk Water,38.623,1198.0,528000000.0,523000000.0,1147610.0,4452930.0,1757694.0,4778249.0,613.0,685.0,3.5,8.4,5.800000000000001,24.6,24.0,1119.0,2303.0,1710.0,1588.0,797.0,817.0,39.0,50.0,3.0,4.0,0.0,7.0,0.0,0.0,149310.0,250162.0,69.0,15.0,3451.0,837.0,33.5,22.5,0.776,4121067310.0
REC_00014,1556000.0,Bulk Water,0.384,52.0,11000000.0,0.0,104030.0,104030.0,15585.0,15585.0,321.0,321.0,2.0,2.0,9.600000000000001,14.100000000000001,14.100000000000001,404.0,404.0,1071.0,1071.0,347.0,347.0,58.0,58.0,13.0,13.0,1.0,1.0,0.0,0.0,2364.0,2364.0,0.0,0.0,152.0,151.0,5.6000000000000005,5.6000000000000005,0.9,2120617650.0
REC_00015,1530000.0,Bulk Water,38.623,1198.0,528000000.0,523000000.0,1147610.0,4452930.0,1757694.0,4778249.0,613.0,685.0,3.5,8.4,5.800000000000001,24.6,24.0,1119.0,2303.0,1710.0,1588.0,797.0,817.0,39.0,50.0,3.0,4.0,0.0,7.0,0.0,0.0,149310.0,250162.0,69.0,15.0,3451.0,837.0,33.5,22.5,0.776,4121067310.0
REC_00017,1486000.0,Bulk Water,1.254,80.0,0.0,0.0,98940.0,254450.0,17827.0,42508.0,361.0,415.0,2.0,2.4000000000000004,7.300000000000001,13.700000000000001,13.200000000000001,414.0,421.0,1064.0,1046.0,356.0,363.0,58.0,54.0,27.0,25.0,0.0,0.0,0.0,0.0,917.0,1954.0,0.0,0.0,236.0,178.0,10.9,8.5,0.9,2121214000.0
REC_00018,1433000.0,Bulk Water,24.623,1082.0,179000000.0,0.0,943550.0,3071600.0000000005,1321309.0,3046180.0,580.0,647.0,1.0,5.0,2.8000000000000003,24.8,24.3,964.0,2101.0,1739.0,1628.0,760.0,811.0,43.0,58.0,1.0,4.0,0.0,4.0,0.0,0.0,182883.0,317443.0,90.0,29.0,4980.0,1393.0,37.1,24.400000000000002,0.776,4121067250.0
REC_00019,1385000.0,Bulk Water,811.597,453.0,31500000000.0,30986000000.0,1791650.0,381374300.0,7697152.0,614977625.0,5.0,368.0,0.0,6.300000000000001,0.4,28.1,26.0,1422.0,1190.0,1673.0,1733.0,1037.0,966.0,54.0,27.0,0.0,0.0,100.0,4.0,100.0,4.0,117667.0,12607950.0,87.0,4.0,3229.0,386.0,35.0,11.5,0.74,4121123330.0
REC_00021,1188000.0,Bulk Water,29524.785,332.0,227738000000.0,163822000000.0,3701820.0,9044921880.0,50794680.0,43612960000.0,7.0,1654.0,0.4,13.4,0.6000000000000001,15.700000000000001,11.4,1032.0,1050.0,1113.0,1004.0,875.0,803.0,90.0,20.0,5.0,30.0,27.0,4.0,3.0,2.0,45288.0,365968281.0,76.0,6.0,4824.0,265.0,31.400000000000002,11.5,0.794,4120704740.0
REC_00025,980000.0,Bulk Water,38.623,1198.0,528000000.0,523000000.0,1147610.0,4452930.0,1757694.0,4778249.0,613.0,685.0,3.5,8.4,5.800000000000001,24.6,24.0,1119.0,2303.0,1710.0,1588.0,797.0,817.0,39.0,50.0,3.0,4.0,0.0,7.0,0.0,0.0,149310.0,250162.0,69.0,15.0,3451.0,837.0,33.5,22.5,0.776,4121067310.0
REC_00026,930000.0,Bulk Water,0.5,118.0,0.0,0.0,72620.0,72620.0,8345.0,8345.0,0.0,0.0,0.0,0.0,0.6000000000000001,12.200000000000001,12.200000000000001,584.0,584.0,1079.0,1079.0,498.0,498.0,40.0,24.0,45.0,55.0,94.0,70.0,94.0,70.0,5760.0,5760.0,0.0,0.0,481.0,254.0,8.9,0.4,0.766,4120007840.0
REC_00028,916000.0,Bulk Water,16.122,226.0,3000000.0,0.0,496260.0,2079880.0,380588.0,977715.0,360.0,693.0,2.2,7.300000000000001,6.9,13.0,10.700000000000001,436.0,585.0,1042.0,939.0,375.0,484.0,61.0,38.0,34.0,23.0,0.0,0.0,0.0,0.0,2309.0,8854.0,0.0,0.0,349.0,320.0,14.200000000000001,9.9,0.9,2120607770.0
REC_00029,855500.0,Bulk Water,10.917,901.0,0.0,0.0,176500.0,738180.0,100584.0,290409.0,43.0,99.0,2.4000000000000004,4.5,1.8,27.200000000000003,26.8,2052.0,2015.0,1657.0,1667.0,1581.0,1577.0,49.0,45.0,2.0,1.0,0.0,0.0,0.0,0.0,33316.0,87322.0,35.0,11.0,721.0,447.0,32.6,23.1,0.789,4121605020.0
REC_00030,850000.0,Bulk Water,0.16,28.0,0.0,0.0,57370.0,57370.0,7191.0,7191.0,1079.0,1079.0,3.3000000000000003,3.3000000000000003,5.2,9.9,9.9,480.0,480.0,930.0,930.0,415.0,415.0,49.0,49.0,11.0,11.0,3.0,3.0,0.0,0.0,609.0,609.0,0.0,0.0,169.0,169.0,9.4,9.4,0.9,2120623770.0
REC_00034,741000.0,Bulk Water,29.242,329.0,344000000.0,286000000.0,827180.0,5260860.0,1096706.0,3388258.0,14.0,33.0,0.8,1.7000000000000002,0.7000000000000001,15.600000000000001,15.600000000000001,1023.0,1066.0,1112.0,1094.0,867.0,904.0,42.0,45.0,3.0,3.0,7.0,2.0,0.0,0.0,1650340.0,3768829.0,97.0,42.0,13208.0,2283.0,33.800000000000004,23.200000000000003,0.794,4120704580.0
REC_00035,718000.0,Bulk Water,3.595,354.0,14000000.0,10000000.0,29510.0,442050.0,19898.0,141906.0,9.0,31.0,0.30000000000000004,1.8,0.30000000000000004,15.8,15.700000000000001,1078.0,1101.0,1109.0,1097.0,914.0,933.0,33.0,36.0,0.0,1.0,0.0,1.0,0.0,0.0,2729.0,240491.0,88.0,45.0,1811.0,1113.0,34.7,21.0,0.794,4120711200.0
REC_00036,694000.0,Bulk Water,3.595,354.0,14000000.0,10000000.0,29510.0,442050.0,19898.0,141906.0,9.0,31.0,0.30000000000000004,1.8,0.30000000000000004,15.8,15.700000000000001,1078.0,1101.0,1109.0,1097.0,914.0,933.0,33.0,36.0,0.0,1.0,0.0,1.0,0.0,0.0,2729.0,240491.0,88.0,45.0,1811.0,1113.0,34.7,21.0,0.794,4120711200.0
REC_00038,670000.0,Bulk Water,26.771,334.0,344000000.0,286000000.0,532210.0,4313880.0,565583.0,2264465.0,21.0,33.0,1.6,1.7000000000000002,0.6000000000000001,15.600000000000001,15.600000000000001,1043.0,1071.0,1112.0,1092.0,885.0,907.0,59.0,44.0,4.0,3.0,0.0,1.0,0.0,0.0,273850.0,1718300.0,91.0,37.0,5839.0,1570.0,33.5,22.1,0.794,4120704590.0
REC_00040,664000.0,Bulk Water,29556.611,322.0,228096000000.0,164108000000.0,13481070.0,9075131880.0,183374016.0,43954892000.0,22.0,1651.0,1.7000000000000002,13.3,0.9,15.600000000000001,11.5,997.0,1050.0,1102.0,1004.0,846.0,803.0,20.0,20.0,0.0,30.0,25.0,4.0,9.0,2.0,1872188.0,371802188.0,90.0,6.0,10416.0,270.0,36.0,11.5,0.794,4120699850.0
REC_00041,656000.0,Bulk Water,29556.611,322.0,228096000000.0,164108000000.0,13481070.0,9075131880.0,183374016.0,43954892000.0,22.0,1651.0,1.7000000000000002,13.3,0.9,15.600000000000001,11.5,997.0,1050.0,1102.0,1004.0,846.0,803.0,20.0,20.0,0.0,30.0,25.0,4.0,9.0,2.0,1872188.0,371802188.0,90.0,6.0,10416.0,270.0,36.0,11.5,0.794,4120699850.0
REC_00042,654000.0,Bulk Water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REC_00044,650000.0,Bulk Water,16.905,883.0,37000000.0,0.0,385760.0,1399840.0,291447.0,725067.0,25.0,75.0,1.6,3.6,1.9000000000000001,27.200000000000003,26.900000000000002,2044.0,2021.0,1654.0,1665.0,1560.0,1575.0,42.0,45.0,2.0,2.0,0.0,0.0,0.0,0.0,226473.0,345451.0,80.0,26.0,892.0,560.0,33.2,25.8,0.789,4120020690.0
REC_00047,622000.0,Bulk Water,29.242,329.0,344000000.0,286000000.0,827180.0,5260860.0,1096706.0,3388258.0,14.0,33.0,0.8,1.7000000000000002,0.7000000000000001,15.600000000000001,15.600000000000001,1023.0,1066.0,1112.0,1094.0,867.0,904.0,42.0,45.0,3.0,3.0,7.0,2.0,0.0,0.0,1650340.0,3768829.0,97.0,42.0,13208.0,2283.0,33.800000000000004,23.200000000000003,0.794,4120704580.0
REC_00048,622000.0,Bulk Water,26.771,334.0,344000000.0,286000000.0,532210.0,4313880.0,565583.0,2264465.0,21.0,33.0,1.6,1.7000000000000002,0.6000000000000001,15.600000000000001,15.600000000000001,1043.0,1071.0,1112.0,1092.0,885.0,907.0,59.0,44.0,4.0,3.0,0.0,1.0,0.0,0.0,273850.0,1718300.0,91.0,37.0,5839.0,1570.0,33.5,22.1,0.794,4120704590.0
REC_00049,620000.0,Bulk Water,16.905,883.0,37000000.0,0.0,385760.0,1399840.0,291447.0,725067.0,25.0,75.0,1.6,3.6,1.9000000000000001,27.200000000000003,26.900000000000002,2044.0,2021.0,1654.0,1665.0,1560.0,1575.0,42.0,45.0,2.0,2.0,0.0,0.0,0.0,0.0,226473.0,345451.0,80.0,26.0,892.0,560.0,33.2,25.8,0.789,4120020690.0
REC_00050,613000.0,Bulk Water,29524.785,332.0,227738000000.0,163822000000.0,3701820.0,9044921880.0,50794680.0,43612960000.0,7.0,1654.0,0.4,13.4,0.6000000000000001,15.700000000000001,11.4,1032.0,1050.0,1113.0,1004.0,875.0,803.0,90.0,20.0,5.0,30.0,27.0,4.0,3.0,2.0,45288.0,365968281.0,76.0,6.0,4824.0,265.0,31.400000000000002,11.5,0.794,4120704740.0
REC_00052,606000.0,Bulk Water,29524.785,332.0,227738000000.0,163822000000.0,3701820.0,9044921880.0,50794680.0,43612960000.0,7.0,1654.0,0.4,13.4,0.6000000000000001,15.700000000000001,11.4,1032.0,1050.0,1113.0,1004.0,875.0,803.0,90.0,20.0,5.0,30.0,27.0,4.0,3.0,2.0,45288.0,365968281.0,76.0,6.0,4824.0,265.0,31.400000000000002,11.5,0.794,4120704740.0
REC_00053,600000.0,Bulk Water,6.953,896.0,0.0,0.0,291280.0,291280.0,69724.0,69724.0,28.0,11.0,1.9000000000000001,1.2000000000000002,1.9000000000000001,27.3,27.3,2098.0,2115.0,1637.0,1638.0,1556.0,1554.0,41.0,39.0,1.0,1.0,0.0,0.0,0.0,0.0,201593.0,201593.0,61.0,78.0,807.0,1003.0,32.5,37.0,0.789,4120020700.0
REC_00055,580000.0,Bulk Water,16.905,883.0,37000000.0,0.0,385760.0,1399840.0,291447.0,725067.0,25.0,75.0,1.6,3.6,1.9000000000000001,27.200000000000003,26.900000000000002,2044.0,2021.0,1654.0,1665.0,1560.0,1575.0,42.0,45.0,2.0,2.0,0.0,0.0,0.0,0.0,226473.0,345451.0,80.0,26.0,892.0,560.0,33.2,25.8,0.789,4120020690.0
REC_00057,569000.0,Bulk Water,16.905,883.0,37000000.0,0.0,385760.0,1399840.0,291447.0,725067.0,25.0,75.0,1.6,3.6,1.9000000000000001,27.200000000000003,26.900000000000002,2044.0,2021.0,1654.0,1665.0,1560.0,1575.0,42.0,45.0,2.0,2.0,0.0,0.0,0.0,0.0,226473.0,345451.0,80.0,26.0,892.0,560.0,33.2,25.8,0.789,4120020690.0
REC_00058,552000.0,Bulk Water,26.771,334.0,344000000.0,286000000.0,532210.0,4313880.0,565583.0,2264465.0,21.0,33.0,1.6,1.7000000000000002,0.6000000000000001,15.600000000000001,15.600000000000001,1043.0,1071.0,1112.0,1092.0,885.0,907.0,59.0,44.0,4.0,3.0,0.0,1.0,0.0,0.0,273850.0,1718300.0,91.0,37.0,5839.0,1570.0,33.5,22.1,0.794,4120704590.0
REC_00060,550000.0,Bulk Water,26.771,334.0,344000000.0,286000000.0,532210.0,4313880.0,565583.0,2264465.0,21.0,33.0,1.6,1.7000000000000002,0.6000000000000001,15.600000000000001,15.600000000000001,1043.0,1071.0,1112.0,1092.0,885.0,907.0,59.0,44.0,4.0,3.0,0.0,1.0,0.0,0.0,273850.0,1718300.0,91.0,37.0,5839.0,1570.0,33.5,22.1,0.794,4120704590.0
REC_00062,520000.0,Bulk Water,14.192,888.0,37000000.0,0.0,275910.0,1014090.0000000001,143211.0,433620.0,49.0,87.0,2.9000000000000004,4.1000000000000005,2.3000000000000003,27.1,26.900000000000002,2020.0,2016.0,1669.0,1667.0,1581.0,1578.0,47.0,46.0,2.0,2.0,0.0,0.0,0.0,0.0,31657.0,118979.0,20.0,14.0,593.0,483.0,27.1,24.1,0.789,4121605040.0
REC_00064,519000.0,Bulk Water,29.242,329.0,344000000.0,286000000.0,827180.0,5260860.0,1096706.0,3388258.0,14.0,33.0,0.8,1.7000000000000002,0.7000000000000001,15.600000000000001,15.600000000000001,1023.0,1066.0,1112.0,1094.0,867.0,904.0,42.0,45.0,3.0,3.0,7.0,2.0,0.0,0.0,1650340.0,3768829.0,97.0,42.0,13208.0,2283.0,33.800000000000004,23.200000000000003,0.794,4120704580.0
REC_00067,507000.0,Bulk Water,29556.611,322.0,228096000000.0,164108000000.0,13481070.0,9075131880.0,183374016.0,43954892000.0,22.0,1651.0,1.7000000000000002,13.3,0.9,15.600000000000001,11.5,997.0,1050.0,1102.0,1004.0,846.0,803.0,20.0,20.0,0.0,30.0,25.0,4.0,9.0,2.0,1872188.0,371802188.0,90.0,6.0,10416.0,270.0,36.0,11.5,0.794,4120699850.0
REC_00068,507000.0,Bulk Water,29556.611,322.0,228096000000.0,164108000000.0,13481070.0,9075131880.0,183374016.0,43954892000.0,22.0,1651.0,1.7000000000000002,13.3,0.9,15.600000000000001,11.5,997.0,1050.0,1102.0,1004.0,846.0,803.0,20.0,20.0,0.0,30.0,25.0,4.0,9.0,2.0,1872188.0,371802188.0,90.0,6.0,10416.0,270.0,36.0,11.5,0.794,4120699850.0
REC_00070,501000.0,Bulk Water,3.595,354.0,14000000.0,10000000.0,29510.0,442050.0,19898.0,141906.0,9.0,31.0,0.30000000000000004,1.8,0.30000000000000004,15.8,15.700000000000001,1078.0,1101.0,1109.0,1097.0,914.0,933.0,33.0,36.0,0.0,1.0,0.0,1.0,0.0,0.0,2729.0,240491.0,88.0,45.0,1811.0,1113.0,34.7,21.0,0.794,4120711200.0
REC_00073,491000.0,Bulk Water,3.595,354.0,14000000.0,10000000.0,29510.0,442050.0,19898.0,141906.0,9.0,31.0,0.30000000000000004,1.8,0.30000000000000004,15.8,15.700000000000001,1078.0,1101.0,1109.0,1097.0,914.0,933.0,33.0,36.0,0.0,1.0,0.0,1.0,0.0,0.0,2729.0,240491.0,88.0,45.0,1811.0,1113.0,34.7,21.0,0.794,4120711200.0
REC_00078,465000.0,Bulk Water,26.771,334.0,344000000.0,286000000.0,532210.0,4313880.0,565583.0,2264465.0,21.0,33.0,1.6,1.7000000000000002,0.6000000000000001,15.600000000000001,15.600000000000001,1043.0,1071.0,1112.0,1092.0,885.0,907.0,59.0,44.0,4.0,3.0,0.0,1.0,0.0,0.0,273850.0,1718300.0,91.0,37.0,5839.0,1570.0,33.5,22.1,0.794,4120704590.0
REC_00079,459000.0,Bulk Water,26.771,334.0,344000000.0,286000000.0,532210.0,4313880.0,565583.0,2264465.0,21.0,33.0,1.6,1.7000000000000002,0.6000000000000001,15.600000000000001,15.600000000000001,1043.0,1071.0,1112.0,1092.0,885.0,907.0,59.0,44.0,4.0,3.0,0.0,1.0,0.0,0.0,273850.0,1718300.0,91.0,37.0,5839.0,1570.0,33.5,22.1,0.794,4120704590.0
REC_00080,456500.0,Bulk Water,16.905,883.0,37000000.0,0.0,385760.0,1399840.0,291447.0,725067.0,25.0,75.0,1.6,3.6,1.9000000000000001,27.200000000000003,26.900000000000002,2044.0,2021.0,1654.0,1665.0,1560.0,1575.0,42.0,45.0,2.0,2.0,0.0,0.0,0.0,0.0,226473.0,345451.0,80.0,26.0,892.0,560.0,33.2,25.8,0.789,4120020690.0
REC_00081,451000.0,Bulk Water,29.242,329.0,344000000.0,286000000.0,827180.0,5260860.0,1096706.0,3388258.0,14.0,33.0,0.8,1.7000000000000002,0.7000000000000001,15.600000000000001,15.600000000000001,1023.0,1066.0,1112.0,1094.0,867.0,904.0,42.0,45.0,3.0,3.0,7.0,2.0,0.0,0.0,1650340.0,3768829.0,97.0,42.0,13208.0,2283.0,33.800000000000004,23.200000000000003,0.794,4120704580.0
REC_00083,433000.0,Bulk Water,29.242,329.0,344000000.0,286000000.0,827180.0,5260860.0,1096706.0,3388258.0,14.0,33.0,0.8,1.7000000000000002,0.7000000000000001,15.600000000000001,15.600000000000001,1023.0,1066.0,1112.0,1094.0,867.0,904.0,42.0,45.0,3.0,3.0,7.0,2.0,0.0,0.0,1650340.0,3768829.0,97.0,42.0,13208.0,2283.0,33.800000000000004,23.200000000000003,0.794,4120704580.0
REC_00084,432000.0,Bulk Water,14.192,888.0,37000000.0,0.0,275910.0,1014090.0000000001,143211.0,433620.0,49.0,87.0,2.9000000000000004,4.1000000000000005,2.3000000000000003,27.1,26.900000000000002,2020.0,2016.0,1669.0,1667.0,1581.0,1578.0,47.0,46.0,2.0,2.0,0.0,0.0,0.0,0.0,31657.0,118979.0,20.0,14.0,593.0,483.0,27.1,24.1,0.789,4121605040.0
REC_00085,430000.0,Bulk Water,0.367,95.0,0.0,0.0,82730.0,82730.0,13522.0,13522.0,2.0,2.0,0.0,0.0,0.4,12.3,12.3,585.0,585.0,1099.0,1099.0,499.0,499.0,33.0,33.0,66.0,66.0,39.0,39.0,39.0,39.0,4352.0,4352.0,0.0,0.0,685.0,685.0,14.9,14.9,0.766,4120526030.0
REC_00087,426000.0,Bulk Water,29.242,329.0,344000000.0,286000000.0,827180.0,5260860.0,1096706.0,3388258.0,14.0,33.0,0.8,1.7000000000000002,0.7000000000000001,15.600000000000001,15.600000000000001,1023.0,1066.0,1112.0,1094.0,867.0,904.0,42.0,45.0,3.0,3.0,7.0,2.0,0.0,0.0,1650340.0,3768829.0,97.0,42.0,13208.0,2283.0,33.800000000000004,23.200000000000003,0.794,4120704580.0
REC_00088,426000.0,Bulk Water,29524.785,332.0,227738000000.0,163822000000.0,3701820.0,9044921880.0,50794680.0,43612960000.0,7.0,1654.0,0.4,13.4,0.6000000000000001,15.700000000000001,11.4,1032.0,1050.0,1113.0,1004.0,875.0,803.0,90.0,20.0,5.0,30.0,27.0,4.0,3.0,2.0,45288.0,365968281.0,76.0,6.0,4824.0,265.0,31.400000000000002,11.5,0.794,4120704740.0
REC_00089,422000.0,Bulk Water,26.771,334.0,344000000.0,286000000.0,532210.0,4313880.0,565583.0,2264465.0,21.0,33.0,1.6,1.7000000000000002,0.6000000000000001,15.600000000000001,15.600000000000001,1043.0,1071.0,1112.0,1092.0,885.0,907.0,59.0,44.0,4.0,3.0,0.0,1.0,0.0,0.0,273850.0,1718300.0,91.0,37.0,5839.0,1570.0,33.5,22.1,0.794,4120704590.0
REC_00090,417000.0,Bulk Water,3.595,354.0,14000000.0,10000000.0,29510.0,442050.0,19898.0,141906.0,9.0,31.0,0.30000000000000004,1.8,0.30000000000000004,15.8,15.700000000000001,1078.0,1101.0,1109.0,1097.0,914.0,933.0,33.0,36.0,0.0,1.0,0.0,1.0,0.0,0.0,2729.0,240491.0,88.0,45.0,1811.0,1113.0,34.7,21.0,0.794,4120711200.0
REC_00093,404000.0,Bulk Water,16.905,883.0,37000000.0,0.0,385760.0,1399840.0,291447.0,725067.0,25.0,75.0,1.6,3.6,1.9000000000000001,27.200000000000003,26.900000000000002,2044.0,2021.0,1654.0,1665.0,1560.0,1575.0,42.0,45.0,2.0,2.0,0.0,0.0,0.0,0.0,226473.0,345451.0,80.0,26.0,892.0,560.0,33.2,25.8,0.789,4120020690.0
REC_00094,400000.0,Bulk Water,26.771,334.0,344000000.0,286000000.0,532210.0,4313880.0,565583.0,2264465.0,21.0,33.0,1.6,1.7000000000000002,0.6000000000000001,15.600000000000001,15.600000000000001,1043.0,1071.0,1112.0,1092.0,885.0,907.0,59.0,44.0,4.0,3.0,0.0,1.0,0.0,0.0,273850.0,1718300.0,91.0,37.0,5839.0,1570.0,33.5,22.1,0.794,4120704590.0
REC_00096,381000.0,Bulk Water,838.595,225.0,2664000000.0,1165000000.0,4459360.0,235812769.99999997,20173535.0,409390063.0,166.0,205.0,3.1,0.6000000000000001,0.8,12.200000000000001,10.3,958.0,938.0,1152.0,1052.0,809.0,786.0,33.0,69.0,6.0,4.0,24.0,4.0,13.0,3.0,1056.0,6938870.0,0.0,7.0,290.0,951.0,7.800000000000001,14.8,0.9450000000000001,7120566040.0
REC_00097,378000.0,Bulk Water,3.595,354.0,14000000.0,10000000.0,29510.0,442050.0,19898.0,141906.0,9.0,31.0,0.30000000000000004,1.8,0.30000000000000004,15.8,15.700000000000001,1078.0,1101.0,1109.0,1097.0,914.0,933.0,33.0,36.0,0.0,1.0,0.0,1.0,0.0,0.0,2729.0,240491.0,88.0,45.0,1811.0,1113.0,34.7,21.0,0.794,4120711200.0
REC_00098,374840.0,Nets,186.45,1462.0,9000000.0,0.0,1689840.0,22197640.0,4372359.0,32119701.0,8.0,16.0,0.2,0.2,0.6000000000000001,26.1,25.6,1977.0,1974.0,1449.0,1463.0,1083.0,1065.0,30.0,76.0,3.0,4.0,100.0,100.0,100.0,100.0,2176018.0,11081453.0,100.0,33.0,2965.0,1779.0,21.700000000000003,21.400000000000002,0.579,4120965450.0
REC_00099,372000.0,Bulk Water,26.771,334.0,344000000.0,286000000.0,532210.0,4313880.0,565583.0,2264465.0,21.0,33.0,1.6,1.7000000000000002,0.6000000000000001,15.600000000000001,15.600000000000001,1043.0,1071.0,1112.0,1092.0,885.0,907.0,59.0,44.0,4.0,3.0,0.0,1.0,0.0,0.0,273850.0,1718300.0,91.0,37.0,5839.0,1570.0,33.5,22.1,0.794,4120704590.0
REC_00101,350000.0,Bulk Water,26.771,334.0,344000000.0,286000000.0,532210.0,4313880.0,565583.0,2264465.0,21.0,33.0,1.6,1.7000000000000002,0.6000000000000001,15.600000000000001,15.600000000000001,1043.0,1071.0,1112.0,1092.0,885.0,907.0,59.0,44.0,4.0,3.0,0.0,1.0,0.0,0.0,273850.0,1718300.0,91.0,37.0,5839.0,1570.0,33.5,22.1,0.794,4120704590.0
REC_00103,334667.0,Nets,2415.813,473.0,80572000000.0,2737000000.0,5483980.0,579727190.0,30249982.0,1367189375.0,0.0,487.0,0.1,6.9,0.2,9.4,8.200000000000001,800.0,876.0,688.0,737.0,542.0,588.0,8.0,23.0,66.0,17.0,5.0,1.0,0.0,0.0,104563.0,46652723.0,42.0,17.0,3414.0,1850.0,31.400000000000002,20.8,0.9420000000000001,2121114680.0
REC_00106,316000.0,Bulk Water,29524.785,332.0,227738000000.0,163822000000.0,3701820.0,9044921880.0,50794680.0,43612960000.0,7.0,1654.0,0.4,13.4,0.6000000000000001,15.700000000000001,11.4,1032.0,1050.0,1113.0,1004.0,875.0,803.0,90.0,20.0,5.0,30.0,27.0,4.0,3.0,2.0,45288.0,365968281.0,76.0,6.0,4824.0,265.0,31.400000000000002,11.5,0.794,4120704740.0
REC_00107,316000.0,Bulk Water,29524.785,332.0,227738000000.0,163822000000.0,3701820.0,9044921880.0,50794680.0,43612960000.0,7.0,1654.0,0.4,13.4,0.6000000000000001,15.700000000000001,11.4,1032.0,1050.0,1113.0,1004.0,875.0,803.0,90.0,20.0,5.0,30.0,27.0,4.0,3.0,2.0,45288.0,365968281.0,76.0,6.0,4824.0,265.0,31.400000000000002,11.5,0.794,4120704740.0
REC_00108,316000.0,Bulk Water,29556.611,322.0,228096000000.0,164108000000.0,13481070.0,9075131880.0,183374016.0,43954892000.0,22.0,1651.0,1.7000000000000002,13.3,0.9,15.600000000000001,11.5,997.0,1050.0,1102.0,1004.0,846.0,803.0,20.0,20.0,0.0,30.0,25.0,4.0,9.0,2.0,1872188.0,371802188.0,90.0,6.0,10416.0,270.0,36.0,11.5,0.794,4120699850.0
REC_00109,314933.0,Nets,2353.412,315.0,80555000000.0,2737000000.0,7337870.0,551942300.0,40737500.0,1218872250.0,15.0,491.0,0.2,6.9,0.30000000000000004,9.8,8.200000000000001,764.0,877.0,724.0,738.0,558.0,589.0,36.0,23.0,28.0,17.0,12.0,1.0,0.0,0.0,33905.0,45946172.0,26.0,17.0,1889.0,1845.0,26.0,20.700000000000003,0.917,2120382190.0
