ID,Author,Year,Title,Journal,Volume,Pages,DOI,Keywords,Abstract,Note
RN29599,"Khan, F. R. and Shashoua, Y. and Crawford, A. and Drury, A. and Sheppard, K. and Stewart, K. and Sculthorp, T.",2020,"'The Plastic Nile': First Evidence of Microplastic Contamination in Fish from the Nile River (Cairo, Egypt)",Toxics,8,,10.3390/toxics8020022,ATR-FTIR spectroscopy Africa Nile tilapia (Oreochromis niloticus) catfish (Bagrus Bajad) fibers freshwater ingestion microplastics,"The presence of microplastics (MPs) in the world's longest river, the Nile River, has yet to be reported. This small-scale study aimed to provide the first information about MPs in the Nile River by sampling the digestive tracts of two fish species, the Nile tilapia (Oreochromis niloticus, n = 29) and catfish (Bagrus bayad, n = 14). Fish were purchased from local sellers in Cairo, and then their gastrointestinal tracts were dissected and examined for MPs. Over 75% of the fish sampled contained MPs in their digestive tract (MP prevalence of 75.9% and 78.6% for Nile tilapia and catfish, respectively). The most abundant MP type was fibers (65%), the next most abundant type was films (26.5%), and the remaining MPs were fragments. Polyethylene (PE), polyethylene terephthalate (PET) and polypropylene (PP) were all non-destructively identified by attenuated total reflectance Fourier transform infrared spectroscopy. A comparison with similar studies from marine and freshwater environments shows that this high level of MP ingestion is rarely found and that fish sampled from the Nile River in Cairo are potentially among the most in danger of consuming MPs worldwide. Further research needs to be conducted, but, in order to mitigate microplastic pollution in the Nile River, we must act now.","Khan, Farhan R Shashoua, Yvonne Crawford, Alex Drury, Anna Sheppard, Kevin Stewart, Kenneth Sculthorp, Toby eng Switzerland 2020/03/29 Toxics. 2020 Mar 25;8(2):22. doi: 10.3390/toxics8020022."
RN29508,"Klein, S. and Worch, E. and Knepper, T. P.",2015,Occurrence and Spatial Distribution of Microplastics in River Shore Sediments of the Rhine-Main Area in Germany,Environ Sci Technol,49,6070–6,10.1021/acs.est.5b00492,"Environmental Monitoring/methods Geologic Sediments/*chemistry Germany Particle Size Plastics/*analysis Rivers/*chemistry Water Pollutants, Chemical/*analysis","Plastic debris is one of the most significant organic pollutants in the aquatic environment. Because of properties such as buoyancy and extreme durability, synthetic polymers are present in rivers, lakes, and oceans and accumulate in sediments all over the world. However, freshwater sediments have attracted less attention than the investigation of sediments in marine ecosystems. For this reason, river shore sediments of the rivers Rhine and Main in the Rhine-Main area in Germany were analyzed. The sample locations comprised shore sediment of a large European river (Rhine) and a river characterized by industrial influence (Main) in areas with varying population sizes as well as sites in proximity to nature reserves. All sediments analyzed contained microplastic particles (<5 mm) with mass fractions of up to 1 g kg(-)(1) or 4000 particles kg(-)(1). Analysis of the plastics by infrared spectroscopy showed a large abundance of polyethylene, polypropylene, and polystyrene, which covered more than 75% of all polymer types identified in the sediment. Short distance transport of plastic particles from the tributary to the main stream could be confirmed by the identification of pellets, which were separated from shore sediment samples of both rivers. This systematic study shows the emerging pollution of inland river sediments with microplastics and, as a consequence thereof, underlines the importance of rivers as vectors of transport of microplastics into the ocean.","Klein, Sascha Worch, Eckhard Knepper, Thomas P eng Research Support, Non-U.S. Gov't 2015/04/23 Environ Sci Technol. 2015 May 19;49(10):6070-6. doi: 10.1021/acs.est.5b00492."
RN29183,"Kundu, M. N. and Komakech, H. C. and Lugomela, G.",2022,"Analysis of Macro- and Microplastics in Riverine, Riverbanks, and Irrigated Farms in Arusha, Tanzania",Arch Environ Contam Toxicol,82,142–157,10.1007/s00244-021-00897-1,"Environmental Monitoring Farms *Microplastics Plastics Rivers Tanzania *Water Pollutants, Chemical/analysis","Microplastics and macroplastics have been reported in different urban rivers and agricultural soil across the globe. However, the interlink between them has not been previously assessed. The present study evaluated the relationship between macro- and microplastics in the surface water and sediments in riverine, riverbanks, and soils from irrigated farms in Arusha, Tanzania. Detached pieces from macroplastics and suspected particles of microplastics from the samples were analyzed using the total attenuated reflectance-Fourier transform infrared spectroscopy. Statistical analysis showed that the number of microplastics in the sediments was higher than those in the surface water and that in irrigated farms was of four times higher than those found in riverine. Besides, the numbers of microplastics and macroplastics in the irrigation farms were exponentially related, while the macroplastics from the riverbanks had an inverse relationship with the rivers' profile elevation. Macroplastics of polyethylene type dominated in the riverbanks and irrigated farms with an occurrence frequency of 100%, while polystyrene was abundant in all analyzed microplastics samples. In addition, those irrigation farms adjacent to canals had a significant number of microplastics and macroplastics than the distant farms. This study provides new information for the region and others that divert water from an urban river for irrigation.","Kundu, Mercy N Komakech, Hans C Lugomela, George eng 2021/11/07 Arch Environ Contam Toxicol. 2022 Jan;82(1):142-157. doi: 10.1007/s00244-021-00897-1. Epub 2021 Nov 6."
RN29279,"Lahens, L. and Strady, E. and Kieu-Le, T. C. and Dris, R. and Boukerma, K. and Rinnert, E. and Gasperi, J. and Tassin, B.",2018,"Macroplastic and microplastic contamination assessment of a tropical river (Saigon River, Vietnam) transversed by a developing megacity",Environ Pollut,236,661–671,10.1016/j.envpol.2018.02.005,"*Environmental Monitoring Estuaries Plankton Plastics/*analysis Polyethylene/analysis Polypropylenes/analysis Rivers/chemistry Vietnam Waste Products/analysis/statistics & numerical data Water Pollutants, Chemical/*analysis Anthropogenic fibers Contamination Macroplastic Microplastic Urban river","Both macroplastic and microplastic contamination levels were assessed for the first time in a tropical river estuary system, i.e. the Saigon River, that traverses a developing South East Asian megacity, i.e. Ho Chi Minh City, Vietnam. The analysis of floating debris collected daily on the Nhieu Loc - Thi Nghe canal by the municipal waste management service shows that the plastic mass percentage represents 11-43%, and the land-based plastic debris entering the river was estimated from 0.96 to 19.91 g inhabitant(-1) d(-1), namely 350 to 7270 g inhabitant(-1) yr(-1). Microplastics were assessed in the Saigon River and in four urban canals by sampling bulk water for anthropogenic fiber analysis and 300 mum mesh size plankton net exposition for fragment analysis. Fibers and fragments are highly concentrated in this system, respectively 172,000 to 519,000 items m(-3) and 10 to 223 items m(-3). They were found in various colors and shapes with smallest size and surface classes being predominant. The macroplastics and fragments were mainly made of polyethylene and polypropylene while the anthropogenic fibers were mainly made of polyester. The relation between macroplastic and microplastic concentrations, waste management, population density and water treatment are further discussed.","Lahens, Lisa Strady, Emilie Kieu-Le, Thuy-Chung Dris, Rachid Boukerma, Kada Rinnert, Emmanuel Gasperi, Johnny Tassin, Bruno eng England 2018/02/14 Environ Pollut. 2018 May;236:661-671. doi: 10.1016/j.envpol.2018.02.005."
RN29383,"Lam, T. W. L. and Fok, L. and Lin, L. and Xie, Q. and Li, H. X. and Xu, X. R. and Yeung, L. C.",2020,"Spatial variation of floatable plastic debris and microplastics in the Pearl River Estuary, South China",Mar Pollut Bull,158,111383,10.1016/j.marpolbul.2020.111383,"China Environmental Monitoring Estuaries Microplastics Oceans and Seas *Plastics Rivers Water Pollutants, Chemical/*analysis Estuary Floatable plastic debris South China Spatial variation Surface waters","The estuaries of populated catchments have been documented as hotspots of plastic pollution. In this study, microplastics (0.355-5.0 mm) and large plastic debris (>5.0 mm) of surface water collected from the Inner Lingding Bay of the Pearl River Estuary (PRE) were quantified and categorized according to their size, shape, colour and composition. Both microplastics and large plastic debris were detected at all sampling sites with mean abundances of 2.376 +/- 0.700 n/m(3) and 0.110 +/- 0.039 n/m(3), respectively. Microplastics constitute 95.4% of the total abundance by number. The average microplastic concentration in the inner PRE was almost 3.5 times higher than that in the central PRE, indicating a positive correlation between plastic concentration and proximity to the river mouth. This result reveals the important role of rivers in transporting plastic debris from land to the oceans.","Lam, Theresa Wing Ling Fok, Lincoln Lin, Lang Xie, Qun Li, Heng-Xiang Xu, Xiang-Rong Yeung, Ling Chun eng England 2020/08/06 Mar Pollut Bull. 2020 Sep;158:111383. doi: 10.1016/j.marpolbul.2020.111383. Epub 2020 Jul 15."
RN29375,"Leads, R. R. and Weinstein, J. E.",2019,"Occurrence of tire wear particles and other microplastics within the tributaries of the Charleston Harbor Estuary, South Carolina, USA",Mar Pollut Bull,145,569–582,10.1016/j.marpolbul.2019.06.061,"Environmental Monitoring Estuaries Geologic Sediments/analysis Microplastics/*analysis/chemistry Rivers South Carolina Spectroscopy, Fourier Transform Infrared Transportation Facilities Water Pollutants, Chemical/*analysis/chemistry Estuary Field assessment Marine Microplastic Rubber Tire","Microplastics (<5 mm) are ubiquitous in the marine environment, occurring in both sediments and surface waters worldwide. However, few studies have documented the presence of microplastics and tire wear particles in coastal rivers. A survey of microplastics and low-density tire wear particles (>/=63 mum) in the sediment and surface water of the three major tributaries within the Charleston Harbor estuary was conducted. Intertidal sediment, subtidal sediment, and sea surface microlayer concentrations ranged from 0 to 652 microplastics/m(2), 3-4,375 microplastics/kg wet weight, and 3-36 microplastics/L, respectively. Blue fibers and tire wear particles were the two most abundant microplastic types observed, constituting 26.2% and 17.1%, respectively, of total microplastics. Tire wear particles were primarily identified by morphology, and ATR-FTIR analysis was conducted for a small subset (n = 5) of larger particles (>/=500 mum). The present study provides the first microplastic field assessment of low-density tire wear particles in estuarine tributaries.","Leads, Rachel R Weinstein, John E eng England 2019/10/09 Mar Pollut Bull. 2019 Aug;145:569-582. doi: 10.1016/j.marpolbul.2019.06.061. Epub 2019 Jun 28."
RN29517,"Lenaker, P. L. and Baldwin, A. K. and Corsi, S. R. and Mason, S. A. and Reneau, P. C. and Scott, J. W.",2019,Vertical Distribution of Microplastics in the Water Column and Surficial Sediment from the Milwaukee River Basin to Lake Michigan,Environ Sci Technol,53,12227–12237,10.1021/acs.est.9b03850,"Environmental Monitoring Geologic Sediments *Lakes Michigan Plastics Rivers Water *Water Pollutants, Chemical","Microplastic contamination was studied along a freshwater continuum from inland streams to the Milwaukee River estuary to Lake Michigan and vertically from the water surface, water subsurface, and sediment. Microplastics were detected in all 96 water samples and 9 sediment samples collected. Results indicated a gradient of polymer presence with depth: low-density particles decreased from the water surface to the subsurface to sediment, and high-density particles had the opposite result. Polymer identification results indicated that water surface and subsurface samples were dominated by low-density polypropylene particles, and sediment samples were dominated by more dense polyethylene terephthalate particles. Of the five particle-type categories (fragments, films, foams, pellets/beads, and fibers/lines), fibers/lines were the most common particle-type and were present in every water and sediment sample collected. Fibers represented 45% of all particles in water samples and were distributed vertically throughout the water column regardless of density. Sediment samples were dominated by black foams (66%, identified as styrene-butadiene rubber) and to a lesser extent fibers/lines (29%) with approximately 89% of all of the sediment particles coming from polymers with densities greater than 1.1 g cm(-3). Results demonstrated that polymer density influenced partitioning between the water surface and subsurface and the underlying surficial sediment and the common practice of sampling only the water surface can result in substantial bias, especially in estuarine, harbor, and lake locations where water surface concentrations tend to overestimate mean water column concentrations.","Lenaker, Peter L Baldwin, Austin K Corsi, Steven R Mason, Sherri A Reneau, Paul C Scott, John W eng 2019/10/17 Environ Sci Technol. 2019 Nov 5;53(21):12227-12237. doi: 10.1021/acs.est.9b03850. Epub 2019 Oct 16."
RN29507,"Lenaker, P. L. and Corsi, S. R. and Mason, S. A.",2021,Spatial Distribution of Microplastics in Surficial Benthic Sediment of Lake Michigan and Lake Erie,Environ Sci Technol,55,373–384,10.1021/acs.est.0c06087,"Environmental Monitoring Geologic Sediments Lakes Michigan *Microplastics Plastics *Water Pollutants, Chemical/analysis","The spatial distribution, concentration, particle size, and polymer compositions of microplastics in Lake Michigan and Lake Erie sediment were investigated. Fibers/lines were the most abundant of the five particle types characterized. Microplastic particles were observed in all samples with mean concentrations for particles greater than 0.355 mm of 65.2 p kg(-1) in Lake Michigan samples (n = 20) and 431 p kg(-1) in Lake Erie samples (n = 12). Additional analysis of particles with size 0.1250-0.3549 mm in Lake Erie resulted in a mean concentration of 631 p kg(-1). The majority of polymers in Lake Michigan samples were poly(ethylene terephthalate) (PET), high-density polyethylene (HDPE), and semisynthetic cellulose (S.S. Cellulose), and in Lake Erie samples were S.S. Cellulose, polypropylene (PP), and poly(vinyl chloride) (PVC). Polymer density estimates indicated that 85 and 74% of observed microplastic particles have a density greater than 1.1 g cm(-3) for Lake Michigan and Lake Erie, respectively. The current study provided a multidimensional dataset on the spatial distribution of microplastics in benthic sediment from Lake Michigan and Lake Erie and valuable information for assessment of the fate of microplastics in the Great Lakes.","Lenaker, Peter L Corsi, Steven R Mason, Sherri A eng Research Support, Non-U.S. Gov't Research Support, U.S. Gov't, Non-P.H.S. 2020/12/08 Environ Sci Technol. 2021 Jan 5;55(1):373-384. doi: 10.1021/acs.est.0c06087. Epub 2020 Dec 7."
RN29257,"Leslie, H. A. and Brandsma, S. H. and van Velzen, M. J. and Vethaak, A. D.",2017,"Microplastics en route: Field measurements in the Dutch river delta and Amsterdam canals, wastewater treatment plants, North Sea sediments and biota",Environ Int,101,133–142,10.1016/j.envint.2017.01.018,"Biota Environmental Monitoring Fresh Water/analysis Humans Netherlands North Sea Plastics/*analysis Rivers/chemistry Seawater/analysis Wastewater/*analysis Water Pollutants, Chemical/*analysis *Biota *Freshwater *Marine litter *Microplastic *River suspended matter *Wastewater","Environmental contamination by plastic particles, also known as 'microplastics', brings synthetic materials that are non-degradable and biologically incompatible into contact with ecosystems. In this paper we present concentration data for this emerging contaminant in wastewater treatment plants (WWTPs) and freshwater and marine systems, reflecting the routes via which these particles can travel and the ecosystems they potentially impact along their path. Raw sewage influents, effluents and sewage sludge from seven municipal WWTPs in the Netherlands contained mean particle concentrations of 68-910L(-1), 51-81L(-1) and 510-760kg(-1) wet weight (ww), respectively (particle sizes between 10 and 5000mum). Even after treatment, wastewater constitutes a source of microplastic pollution of surface waters, and via biosolids applications in farming and forestry, plastic retained in sewage sludge can be transferred to terrestrial environments. The WWTPs investigated here had a mean microplastics retention efficiency of 72% (s.d. 61%) in the sewage sludge. In the receiving waters of treated and untreated wastewaters, we detected high microplastic levels in riverine suspended particulate matter (1400-4900kg(-1) dry weight (dw)) from the Rhine and Meuse rivers. Amsterdam canal water sampled at different urban locations contained microplastic concentrations (48-187L(-1)), similar to those observed in wastewater that is emitted from sewage treatment facilities in the area. At least partial settling of the particles occurs in freshwater as well, as indicated by microplastics in urban canal sediments (<68 to 10,500particleskg(-1)dw). Microplastics in suspension in the water column have the potential to be discharged into the sea with other riverine suspended particulates. We report microplastic concentrations from 100 up to 3600particleskg(-1) dry sediment collected at 15 locations along the Dutch North Sea coast. The high microplastic enrichment in marine sediments compared to most literature data for seawater at the surface supports the hypothesis of a seabed sink for these materials. Marine species are heavily exposed to plastic particles. Body residues between 10 and 100particlesg(-1)dw were measured in benthic macroinvertebrate species inhabiting the Dutch North Sea coast: filter-feeding mussels and oysters (species for human consumption) as well as other consumers in the marine food chain.","Leslie, H A Brandsma, S H van Velzen, M J M Vethaak, A D eng Netherlands 2017/02/02 Environ Int. 2017 Apr;101:133-142. doi: 10.1016/j.envint.2017.01.018. Epub 2017 Jan 28."
RN29561,"Lestari, Puji and Raihana Malau, Anisa and Kumalasari, Nur",2024,"Occurrence and Distribution of Microplastics Pollution in Surface Water and Sediments of Opak River, Yogyakarta",Polish Journal of Environmental Studies,34,5195–5201,10.15244/pjoes/190918,,,
RN29540,"Lestari, P. and Trihadiningrum, Y. and Firdaus, M. and Warmadewanthi, I. D. A. A.",2021,"Microplastic pollution in Surabaya River Water and Aquatic Biota, Indonesia",IOP Conference Series: Materials Science and Engineering,1143,,10.1088/1757-899x/1143/1/012054,,,
RN29453,"Lestari, P. and Trihadiningrum, Y. and Wijaya, B. A. and Yunus, K. A. and Firdaus, M.",2020,"Distribution of microplastics in Surabaya River, Indonesia",Sci Total Environ,726,138560,10.1016/j.scitotenv.2020.138560,Characteristics Distribution Microplastics Pollution,"Surabaya River is one of the lower tributary of the Brantas, which is included as the top 20 plastic polluted rivers worldwide. The main function of Surabaya River is for raw water source for Surabaya City. Besides, this river is used for domestic and industrial waste discharges, and for irrigation. This study aimed to investigate the distribution of microplastics (MPs/MP) and its characteristics in three stratified depths (surface, middle, and bottom) of the river. This study was conducted in eight sampling sites, which were located in the Lower Brantas and the Surabaya Rivers. The MP abundance in the surface, middle, and bottom of the river ranged 1.47-43.11; 0.76-12.56; and 1.43-34.63 particles/m(3), respectively. The highest average of MP abundance was 21.16 particles/m(3) at the lower end of the river. The MP particles tend to be mainly distributed in the surface than in the other depth levels. The MP particles in each depth were generally dominated by film shaped large MP of 1-5 mm size, and transparent in color. Three main polymer types of the MPs were low density polyethylene, polypropylene, and polyethylene.","Lestari, Prieskarinda Trihadiningrum, Yulinah Wijaya, Bagas Ari Yunus, Khalda Ardelia Firdaus, Muhammad eng Netherlands 2020/04/23 Sci Total Environ. 2020 Jul 15;726:138560. doi: 10.1016/j.scitotenv.2020.138560. Epub 2020 Apr 8."
RN29238,"Li, C. and Gan, Y. and Dong, J. and Fang, J. and Chen, H. and Quan, Q. and Liu, J.",2020,Impact of microplastics on microbial community in sediments of the Huangjinxia Reservoir-water source of a water diversion project in western China,Chemosphere,253,126740,10.1016/j.chemosphere.2020.126740,"China Environmental Monitoring/*methods Geologic Sediments/*chemistry/microbiology Microbiota/*drug effects Microplastics/analysis/*toxicity Rivers/*chemistry Water Pollutants, Chemical/analysis/*toxicity Water Resources Function prediction Huangjinxia reservoir Microbial community Microbial diversity Microplastics","Microplastics have been of great concern in recent years due to bioaccumulation and their toxic effects on organisms. However, few studies have focused on microplastics in the natural river ecosystem and the relationship between microplastics and microbes. Therefore, to understand the concentration and characteristics of microplastics and explore the impact of microplastics on the microbial community, sediment samples were collected from the Huangjinxia Reservoir, which is the water source of a water diversion project in western China. Results showed that the concentration of microplastics in the study area ranged from 233.33 +/- 70.24 items.kg(-1) to 870 +/- 238.12 items.kg(-1), with an average of 558.10 +/- 291.45 items.kg(-1). After clustering the sediments according to the microplastic concentration, there was a significant difference in the Chao1 index of microbial community between groups, indicating that microplastics might have affected microbial diversity of the sediments. Additionally, Anosim, MRPP, and Amova analyses indicated that microplastics might have an impact on the structure and composition of microbial communities. Moreover, function prediction assays suggested that microplastics might have differential impacts on various microbial community functions. To our knowledge, this is the first study to explore the impact of microplastics on microbes in sediments of a natural river ecosystem, providing a basis for further study of the interaction between microplastics and microbes in similar habitats.","Li, Changchao Gan, Yandong Dong, Junyu Fang, Jiaohui Chen, Hao Quan, Quan Liu, Jian eng England 2020/04/19 Chemosphere. 2020 Aug;253:126740. doi: 10.1016/j.chemosphere.2020.126740. Epub 2020 Apr 11."
RN29281,"Li, J. and Zhang, K. and Zhang, H.",2018,Adsorption of antibiotics on microplastics,Environ Pollut,237,460–467,10.1016/j.envpol.2018.02.050,"Adsorption Anti-Bacterial Agents/*chemistry Fresh Water/chemistry *Models, Chemical Plastics/*chemistry Polyethylene/chemistry Polypropylenes/chemistry Polyvinyl Chloride Seawater/chemistry Sulfadiazine/chemistry Water Pollutants, Chemical/analysis/*chemistry Antibiotics Distribution coefficient Microplastics","Microplastics and antibiotics are two classes of emerging contaminants with proposed negative impacts to aqueous ecosystems. Adsorption of antibiotics on microplastics may result in their long-range transport and may cause compound combination effects. In this study, we investigated the adsorption of 5 antibiotics [sulfadiazine (SDZ), amoxicillin (AMX), tetracycline (TC), ciprofloxacin (CIP), and trimethoprim (TMP)] on 5 types of microplastics [polyethylene (PE), polystyrene (PS), polypropylene (PP), polyamide (PA), and polyvinyl chloride (PVC)] in the freshwater and seawater systems. Scanning Electron Microscope (SEM) and X-ray diffractometer (XRD) analysis revealed that microplastics have different surface characterizes and various degrees of crystalline. Adsorption isotherms demonstrated that PA had the strongest adsorption capacity for antibiotics with distribution coefficient (K(d)) values ranged from 7.36 +/- 0.257 to 756 +/- 48.0 L kg(-1) in the freshwater system, which can be attributed to its porous structure and hydrogen bonding. Relatively low adsorption capacity was observed on other four microplastics. The adsorption amounts of 5 antibiotics on PS, PE, PP, and PVC decreased in the order of CIP > AMX > TMP > SDZ > TC with K(f) correlated positively with octanol-water partition coefficients (Log K(ow)). Comparing to freshwater system, adsorption capacity in seawater decreased significantly and no adsorption was observed for CIP and AMX. Our results indicated that commonly observed polyamide particles can serve as a carrier of antibiotics in the aquatic environment.","Li, Jia Zhang, Kaina Zhang, Hua eng England 2018/03/07 Environ Pollut. 2018 Jun;237:460-467. doi: 10.1016/j.envpol.2018.02.050. Epub 2018 Mar 15."
RN29296,"Li, L. and Geng, S. and Wu, C. and Song, K. and Sun, F. and Visvanathan, C. and Xie, F. and Wang, Q.",2019,Microplastics contamination in different trophic state lakes along the middle and lower reaches of Yangtze River Basin,Environ Pollut,254,112951,10.1016/j.envpol.2019.07.119,"*Environmental Monitoring Food Chain Geologic Sediments Lakes Plastics/*analysis Polypropylenes Rivers Water Pollutants, Chemical/*analysis Microplastics Sediments Surface water Trophic state Yangtzi River","Microplastics can enter freshwater lakes through many sources. They can act as carriers to adsorb bacteria, virus, or pollutants (e.g., heavy metal and toxic organic compounds) that threaten human health through food chain. Microplastics can exist in surface water and sediments in freshwater lakes after they enter the lakes through discharge points. Wastewater discharge is the main cause of lake eutrophication and is the main emission source of microplastics. The correlation between lake trophic state and microplastic abundance has been rarely reported. This study investigated the microplastic contamination in surface water and sediments of 18 lakes along the middle and lower reaches of the Yangtze River Basin in the period of August-September 2018. The correlation between lake trophic state and microplastic abundance in surface water and sediments was investigated and discussed. The microplastic abundance in surface water was approximately two orders of magnitude lower than that in sediments in all 18 lakes. Hong Lake had the highest microplastic abundance in surface water sample, and Nantaizi Lake had the highest microplastic abundance in sediment sample. The dominant microplastic shape was fiber of 93.81% in surface water sample and 94.77% in sediment sample. Blue-colored microplastics were dominant in nearly all lakes in surface water sample (around 40%-60%) and sediment sample (around 60%-80%), followed by purple- and green-colored ones. The microplastics size <1 mm was dominant in surface water sample (around 40%-60%) and sediment sample (around 50%-80%). The dominant material was polypropylene in surface water sample (around 60%-80%) and sediment sample (around 40%-60%).","Li, Lu Geng, Shixiong Wu, Chenxi Song, Kang Sun, Fuhong Visvanathan, C Xie, Fazhi Wang, Qilin eng England 2019/08/03 Environ Pollut. 2019 Nov;254(Pt A):112951. doi: 10.1016/j.envpol.2019.07.119. Epub 2019 Jul 23."
RN29614,"Li, Siyang and Wang, Yilin and Liu, Lihong and Lai, Houwei and Zeng, Xiancan and Chen, Jianyu and Liu, Chang and Luo, Qijin",2021,"Temporal and Spatial Distribution of Microplastics in a Coastal Region of the Pearl River Estuary, China",Water,13,,10.3390/w13121618,,,
RN29551,"Li, Y. B. and Lu, Z. B. and Zheng, H. Y. and Wang, J. and Chen, C.",2020,"Microplastics in surface water and sediments of Chongming Island in the Yangtze Estuary, China",Environmental Sciences Europe,32,,10.1186/s12302-020-0297-7,microplastics yangtze estuary chongming island surface water sediment plastic debris marine-environment changjiang estuary south-carolina identification abundance fibers litter system harbor,"Background The Yangtze Estuary acts as gateways where microplastics transport from freshwater into marine environments, with one of the largest discharge volumes in the world. The occurrence of microplastics in surface water and sediments of the Yangtze Estuary has been reported. However, little is known about microplastics in and around Chongming Island in the estuary. In this study, the distribution of microplastics in surface water and sediments of Chongming Island was investigated and compared in different environmental medium. Results Abundances of microplastics in surface water and sediments were in the ranges of 0-259 items m(- 3) and 10-60 items kg(- 1) dry weight, respectively. Microplastics were more abundant in the surface water of the Yangtze River shores than in the inland rivers (p < 0.01). Proportions in fiber form in surface water and sediment were 33% and 67%; and those in fragment form were 39% and 24%. Most particles (> 72%) were < 1 mm in the longest dimension; 65% were white and 30% were transparent. Of the 11 compositions identified, polyethylene, polypropylene, and alpha-cellulose predominated in both phases. Conclusion This is the first study to focus on microplastics in inland watercourses on Chongming Island and along the Yangtze River's shores in both phases. There were differences between the island and estuary in composition and density due to the distinct vertical mixing processes. The in situ filtration of surface water (100 L) sampling method was well employed in various freshwater environments and free of plastic materials in front of the filter, analysis results of which provided an important baseline reference for evaluating microplastic pollution in the Yangtze Estuary.",Kj4sj Times Cited:182 Cited References Count:57
RN29601,"Liedermann, M. and Gmeiner, P. and Pessenlehner, S. and Haimann, M. and Hohenblum, P. and Habersack, H.",2018,A Methodology for Measuring Microplastic Transport in Large or Medium Rivers,Water,10,,10.3390/w10040414,microplastics plastic pollution freshwater microplastic sampling plastic debris fresh-water sediments tributaries marine impact lakes sea,"Plastic waste as a persistent contaminant of our environment is a matter of increasing concern due to the largely unknown long-term effects on biota. Although freshwater systems are known to be the transport paths of plastic debris to the ocean, most research has been focused on marine environments. In recent years, freshwater studies have advanced rapidly, but they rarely address the spatial distribution of plastic debris in the water column. A methodology for measuring microplastic transport at various depths that is applicable to medium and large rivers is needed. We present a new methodology offering the possibility of measuring microplastic transport at different depths of verticals that are distributed within a profile. The net-based device is robust and can be applied at high flow velocities and discharges. Nets with different sizes (41 mu m, 250 mu m, and 500 mu m) are exposed in three different depths of the water column. The methodology was tested in the Austrian Danube River, showing a high heterogeneity of microplastic concentrations within one cross section. Due to turbulent mixing, the different densities of the polymers, aggregation, and the growth of biofilms, plastic transport cannot be limited to the surface layer of a river, and must be examined within the whole water column as for suspended sediments. These results imply that multipoint measurements are required for obtaining the spatial distribution of plastic concentration and are therefore a prerequisite for calculating the passing transport. The analysis of filtration efficiency and side-by-side measurements with different mesh sizes showed that 500 mu m nets led to optimal results.",Gj0oy Times Cited:83 Cited References Count:40
RN29327,"Lima, A. R. and Costa, M. F. and Barletta, M.",2014,Distribution patterns of microplastics within the plankton of a tropical estuary,Environ Res,132,146–55,10.1016/j.envres.2014.03.031,Animals Brazil Estuaries/*statistics & numerical data *Fishes Larva Ovum *Plankton Plastics/*analysis Population Density Seasons Tropical Climate Water Pollution/*analysis Estuarine trophic web Ingestion Physical harm Risk,"The Goiana Estuary was studied regarding the seasonal and spatial variations of microplastics (<5mm) and their quantification relative to the zooplankton. The total density (n 100 m(-3)) of microplastics represented half of the total fish larvae density and was comparable to fish eggs density. Soft, hard plastics, threads and paint chips were found in the samples (n=216). Their origins are probably the river basin, the sea and fisheries (including the lobster fleet). In some occasions, the amount of microplastics surpassed that of Ichthyoplankton. The highest amount of microplastics was observed during the late rainy season, when the environment is under influence of the highest river flow, which induces the runoff of plastic fragments to the lower estuary. The density of microplastics in the water column will determine their bioavailability to planktivorous organisms, and then to larger predators, possibly promoting the transfer of microplastic between trophic levels. These findings are important for better informing researchers in future works and as basic information for managerial actions.","Lima, A R A Costa, M F Barletta, M eng Research Support, Non-U.S. Gov't Netherlands 2014/04/29 Environ Res. 2014 Jul;132:146-55. doi: 10.1016/j.envres.2014.03.031. Epub 2014 Apr 28."
RN29417,"Lin, L. and Zuo, L. Z. and Peng, J. P. and Cai, L. Q. and Fok, L. and Yan, Y. and Li, H. X. and Xu, X. R.",2018,"Occurrence and distribution of microplastics in an urban river: A case study in the Pearl River along Guangzhou City, China",Sci Total Environ,644,375–381,10.1016/j.scitotenv.2018.06.327,Microplastics Pearl River Sediment Surface water Wastewater treatment plants,"Microplastics, as emerging contaminants in the global environment, have become a cause for concern for both academics and the public. The present understanding of microplastic pollution is primarily focused on marine environments, and less attention has been given to freshwater environments, in particular, to urban rivers. In this study, microplastics were sampled from surface water and sediments in 14 sites located in the lower course of the Pearl River. These sampling sites are located along Guangzhou of South China, with built-up areas being the dominant land use. The abundances of microplastics in surface water and sediments ranged from 379 to 7924 items.m(-3) and 80 to 9597 items.kg(-1), respectively. Polyethylene and polypropylene were the common types of microplastics, together accounting for 64.3% and 73.8% of surface water and sediment samples, respectively. Fibers were the dominant microplastic shapes in both water and sediment samples. The abundances of microplastics varied in surface water and sediments with each site, which might be affected by multiple factors. Our results indicated that wastewater treatment plants (WWTP) could reduce microplastics from municipal sewage which was finally discharged into the Pearl River along Guangzhou.","Lin, Lang Zuo, Lin-Zi Peng, Jin-Ping Cai, Li-Qi Fok, Lincoln Yan, Yan Li, Heng-Xiang Xu, Xiang-Rong eng Netherlands 2018/07/10 Sci Total Environ. 2018 Dec 10;644:375-381. doi: 10.1016/j.scitotenv.2018.06.327. Epub 2018 Jul 5."
